frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
42,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,193017.6,0.3333
43,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3256
44,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3182
45,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3111
45,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm currently unable to view or interpret visual content.,3201.7,0.3333
46,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3261
47,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3191
48,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3125
48,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,3437.0,0.3333
49,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3265
50,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3200
51,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3137
51,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3235.3,0.3333
52,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3269
53,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3208
54,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3148
54,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3234.7,0.3333
55,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3273
56,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3214
57,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3158
57,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,3458.0,0.3333
58,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3276
59,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3220
60,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3167
60,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3193.3,0.3333
61,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3279
62,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3226
63,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3175
63,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3183.5,0.3333
64,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3281
65,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3231
66,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3182
66,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3243.4,0.3333
67,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3284
68,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3235
69,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3188
69,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3245.7,0.3333
70,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3286
71,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3239
72,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3194
72,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,3216.5,0.3333
73,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3288
74,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3243
75,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3200
75,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,204381.7,0.3333
76,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3289
77,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3247
78,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3205
78,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4978.2,0.3333
79,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3291
80,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3250
81,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3210
81,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5716.9,0.3333
82,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3293
83,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3253
84,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3214
84,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4500.2,0.3333
85,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3294
86,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3256
87,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3218
87,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5130.7,0.3333
88,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3295
89,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3258
90,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3222
90,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4556.3,0.3333
91,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3297
92,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3261
93,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3226
93,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4697.4,0.3333
94,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3298
95,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3263
96,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3229
96,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to see or interpret visual content. I'm designed to assist with text-based tasks and provide information based on the data I've been trained on. If you have any questions or need assistance with a different type of task; feel free to ask!,6743.1,0.3333
97,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3299
98,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3265
99,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3232
99,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4559.3,0.3333
100,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3300
101,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3267
102,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3235
102,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5155.5,0.3333
103,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3301
104,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3269
105,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3238
105,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5081.2,0.3333
106,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3302
107,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3271
108,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3241
108,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5247.9,0.3333
109,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3303
110,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3273
111,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3243
111,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to see or interpret visual content. I can only process and respond to text-based inputs. If you have any questions or need assistance with a different task; feel free to ask!,6179.2,0.3333
112,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3304
113,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3274
114,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3246
114,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5086.7,0.3333
115,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3304
116,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3276
117,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3248
117,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5098.6,0.3333
118,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3305
119,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3277
120,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3250
120,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5099.7,0.3333
121,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3306
122,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3279
123,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3252
123,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5076.8,0.3333
124,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3306
125,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3280
126,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3254
126,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to see or interpret visual content. I'm designed to assist with text-based tasks and provide information based on the data I've been trained on. If you have any questions or need assistance with a different type of task; feel free to ask!,7382.6,0.3333
127,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3307
128,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3281
129,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3256
129,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5291.5,0.3333
130,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3308
131,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3282
132,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3258
132,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I'm an AI text-based model and don't have the ability to analyze visual data or detect objects in images.,5088.6,0.3333
133,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3308
134,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3284
135,custom,trial_x_0.1_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.3259
135,custom,trial_x_0.1_raw.mp4,,VLM_RESPONSE_RECEIVED,,I'm sorry; but I can't provide a description or answer your question as I don't have the ability to view or interpret visual content.,4543.1,0.3333
136,custom,trial_x_0.1_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.3309
