frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
27,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1481
28,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
29,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1379
30,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1333
31,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1290
32,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1250
33,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1212
34,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1176
35,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1143
36,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
37,RP,trial_x_0.5.mp4,0.2765,person,VLM_TRIGGERED,PENDING...,0,0.1081
37,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and blurry to provide a detailed description or answer.,2912.3,0.1351
38,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1316
39,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1282
40,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1250
41,RP,trial_x_0.5.mp4,0.4550,bottle,VLM_TRIGGERED,PENDING...,0,0.1220
41,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3245.4,0.1463
42,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
43,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1395
44,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1364
45,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1333
46,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1304
47,RP,trial_x_0.5.mp4,0.2811,toothbrush,VLM_TRIGGERED,PENDING...,0,0.1277
47,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3345.4,0.1489
48,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1458
49,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
50,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1400
51,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1373
52,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1346
53,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1321
54,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1296
55,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1273
56,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1250
57,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1228
58,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1207
59,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1186
60,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1167
61,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1148
62,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1129
63,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
64,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1094
65,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1077
66,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1061
67,RP,trial_x_0.5.mp4,0.5570,toothbrush,VLM_TRIGGERED,PENDING...,0,0.1045
67,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or to identify any obstacles or hazards.,3080.8,0.1194
68,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1176
69,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1159
70,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1143
71,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1127
72,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
73,RP,trial_x_0.5.mp4,0.2815,person,VLM_TRIGGERED,PENDING...,0,0.1096
73,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and blurry to provide a detailed description or to identify obstacles and hazards.,3066.4,0.1233
74,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1216
75,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1200
76,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1184
77,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1169
78,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1154
79,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1139
80,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1125
81,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
82,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1098
83,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1084
84,RP,trial_x_0.5.mp4,0.5302,bird,VLM_TRIGGERED,PENDING...,0,0.1071
84,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards. It appears to be a camera defect simulating Retinitis Pigmentosa; which is a degenerative eye disease; and does not provide any useful information about the room's layout or potential hazards.,4039.5,0.1190
85,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1176
86,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1163
87,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1149
88,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1136
89,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1124
90,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
91,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1099
92,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1087
93,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1075
94,RP,trial_x_0.5.mp4,0.5365,orange,VLM_TRIGGERED,PENDING...,0,0.1064
94,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,2900.6,0.1170
95,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1158
96,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1146
97,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1134
98,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1122
99,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1111
100,RP,trial_x_0.5.mp4,0.3714,airplane,VLM_TRIGGERED,PENDING...,0,0.1100
100,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards.,3005.7,0.1200
101,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1188
102,RP,trial_x_0.5.mp4,0.6279,airplane,VLM_TRIGGERED,PENDING...,0,0.1176
102,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards.,2983.6,0.1275
103,RP,trial_x_0.5.mp4,0.2643,airplane,VLM_TRIGGERED,PENDING...,0,0.1262
103,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards in the room.,3094.0,0.1359
104,RP,trial_x_0.5.mp4,0.3526,airplane,VLM_TRIGGERED,PENDING...,0,0.1346
104,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards.,2991.7,0.1442
105,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
106,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1415
107,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1402
108,RP,trial_x_0.5.mp4,0.2710,person,VLM_TRIGGERED,PENDING...,0,0.1389
108,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurry to identify obstacles and hazards.,2880.3,0.1481
109,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1468
110,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1455
111,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1441
112,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
113,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1416
114,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1404
115,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1391
116,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1379
117,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1368
118,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1356
119,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1345
120,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1333
121,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1322
122,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1311
123,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1301
124,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1290
125,RP,trial_x_0.5.mp4,0.4623,toilet,VLM_TRIGGERED,PENDING...,0,0.1280
125,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too dark and lacks clarity to identify any obstacles or hazards.,2999.5,0.1360
126,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1349
127,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1339
128,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1328
129,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1318
130,RP,trial_x_0.5.mp4,0.5395,orange,VLM_TRIGGERED,PENDING...,0,0.1308
130,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,2921.4,0.1385
131,RP,trial_x_0.5.mp4,0.3211,orange,VLM_TRIGGERED,PENDING...,0,0.1374
131,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,2906.9,0.1450
132,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1439
133,RP,trial_x_0.5.mp4,0.2572,traffic light,VLM_TRIGGERED,PENDING...,0,0.1429
133,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,2912.3,0.1504
134,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1493
135,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1481
136,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1471
137,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1460
138,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1449
139,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1439
140,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
141,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1418
142,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1408
143,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1399
144,RP,trial_x_0.5.mp4,0.3213,chair,VLM_TRIGGERED,PENDING...,0,0.1389
144,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and blurry to provide a detailed description or to identify obstacles and hazards.,3066.4,0.1458
145,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1448
146,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1438
147,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1429
148,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1419
149,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1409
150,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1400
151,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1391
152,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1382
153,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1373
154,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1364
155,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1355
156,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1346
157,RP,trial_x_0.5.mp4,0.2527,dog,VLM_TRIGGERED,PENDING...,0,0.1338
157,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3268.1,0.1401
158,RP,trial_x_0.5.mp4,0.4629,person,VLM_TRIGGERED,PENDING...,0,0.1392
158,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate potential dangers or areas of concern.,3435.3,0.1456
159,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1447
160,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1437
161,RP,trial_x_0.5.mp4,0.2663,person,VLM_TRIGGERED,PENDING...,0,0.1429
161,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards.,2995.9,0.1491
162,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1481
163,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1472
164,RP,trial_x_0.5.mp4,0.3372,toothbrush,VLM_TRIGGERED,PENDING...,0,0.1463
164,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3273.4,0.1524
165,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1515
166,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1506
167,RP,trial_x_0.5.mp4,0.2948,traffic light,VLM_TRIGGERED,PENDING...,0,0.1497
167,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and blurry to provide a detailed description or to identify any obstacles or hazards.,3105.7,0.1557
168,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1548
169,RP,trial_x_0.5.mp4,0.2769,toothbrush,VLM_TRIGGERED,PENDING...,0,0.1538
169,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,2963.9,0.1598
170,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1588
171,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1579
172,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1570
173,RP,trial_x_0.5.mp4,0.2887,tv,VLM_TRIGGERED,PENDING...,0,0.1561
173,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and blurry to provide a detailed description or to identify any obstacles or hazards.,3094.8,0.1618
174,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1609
175,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1600
176,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1591
177,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1582
178,RP,trial_x_0.5.mp4,0.3068,cell phone,VLM_TRIGGERED,PENDING...,0,0.1573
178,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3269.3,0.1629
179,RP,trial_x_0.5.mp4,0.4498,person,VLM_TRIGGERED,PENDING...,0,0.1620
179,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards.,3027.3,0.1676
180,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
181,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1657
182,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1648
183,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1639
184,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1630
185,RP,trial_x_0.5.mp4,0.4402,carrot,VLM_TRIGGERED,PENDING...,0,0.1622
185,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3255.2,0.1676
186,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
187,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1658
188,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1649
189,RP,trial_x_0.5.mp4,0.3582,toilet,VLM_TRIGGERED,PENDING...,0,0.1640
189,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear details and specific features that could indicate such elements.,3261.2,0.1693
190,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1684
191,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1675
192,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
193,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1658
194,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1649
195,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1641
196,RP,trial_x_0.5.mp4,0.3873,mouse,VLM_TRIGGERED,PENDING...,0,0.1633
196,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or answer.,3007.0,0.1684
197,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1675
198,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1667
199,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1658
200,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1650
201,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1642
202,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1634
203,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1626
204,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1618
205,RP,trial_x_0.5.mp4,0.3041,mouse,VLM_TRIGGERED,PENDING...,0,0.1610
205,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too small and unclear to provide a detailed description or to identify any obstacles or hazards.,3141.3,0.1659
206,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1650
207,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1643
208,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1635
209,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1627
210,RP,trial_x_0.5.mp4,0.2575,person,VLM_TRIGGERED,PENDING...,0,0.1619
210,RP,trial_x_0.5.mp4,N/A,VLM_RESPONSE_RECEIVED,The image is too blurred to identify any obstacles or hazards; as it lacks clear areas to describe the floor and path.,3314.7,0.1667
211,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1659
212,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1651
213,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1643
214,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1636
215,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1628
216,RP,trial_x_0.5.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.1620
