frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
37,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4454.8,0.2973
38,custom,trial_x_0.58_raw.mp4,0.3012,sink,VLM_TRIGGERED,PENDING...,0,0.2895
38,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes various notes and diagrams. There is a black circular object on the floor; which appears to be a camera artifact simulating AMD; and it is not a real object. The floor itself is not clearly visible due to the camera's focus on the whiteboard; but it seems to be a standard classroom floor with no visible obstacles or hazards. The path leading to the whiteboard is clear; and there are no apparent tripping hazards or obstructions in the immediate vicinity of the whiteboard.,5508.3,0.3158
39,custom,trial_x_0.58_raw.mp4,0.3591,sink,VLM_TRIGGERED,PENDING...,0,0.3077
39,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes various notes and diagrams. There is a blue object on the whiteboard; which appears to be a piece of cloth or paper. The floor is not clearly visible due to the angle and the focus on the whiteboard. The path is not discernible from this angle. There are no immediate obstacles or hazards visible in the image; but the presence of the whiteboard and the blue object suggests that this is an area where information is shared or discussed.,5188.3,0.3333
40,custom,trial_x_0.58_raw.mp4,0.3429,sink,VLM_TRIGGERED,PENDING...,0,0.3250
40,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes various notes and diagrams. There is a blue object on the whiteboard; which appears to be a piece of cloth or paper. The floor is not clearly visible due to the camera's focus on the whiteboard; but it seems to be a standard indoor flooring material. There are no immediate obstacles or hazards visible in the image; but the presence of the blue object on the whiteboard could potentially be a tripping hazard if not properly secured.,5260.2,0.3500
41,custom,trial_x_0.58_raw.mp4,0.3055,sink,VLM_TRIGGERED,PENDING...,0,0.3415
41,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes what appears to be a camera artifact simulating AMD. The floor is not fully visible; but from what can be seen; it seems to be a standard indoor flooring material. There are no immediate obstacles or hazards visible in the image; but the camera artifact could potentially obscure details if one were to focus on it.,4931.2,0.3659
42,custom,trial_x_0.58_raw.mp4,0.3072,sink,VLM_TRIGGERED,PENDING...,0,0.3571
42,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes what appears to be a diagram or flowchart. There is a blue object on the whiteboard; which could be a marker or a piece of cloth. The floor is not fully visible; but it seems to be a standard office or classroom floor. There are no immediate obstacles or hazards visible in the image; but the camera artifact in the center could be considered a minor distraction.,4983.5,0.3810
43,custom,trial_x_0.58_raw.mp4,0.2526,sink,VLM_TRIGGERED,PENDING...,0,0.3721
43,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes what appears to be a diagram or flowchart. There is a black circular object on the floor; which could be a shadow or a reflection; and a blue object that might be a piece of cloth or a towel. The floor is tiled; and the path is clear except for the black object. There are no visible obstacles or hazards in the clear areas of the image.,4865.8,0.3953
44,custom,trial_x_0.58_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.3864
45,custom,trial_x_0.58_raw.mp4,0.3464,sink,VLM_TRIGGERED,PENDING...,0,0.3778
45,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes various notes and diagrams. There is a black circular object on the floor; which appears to be a camera artifact simulating AMD; and it is not a real object. The floor itself is a light color; possibly white or light gray; and there is a white electrical outlet visible on the wall. The path leading to the outlet is clear; and there are no visible obstacles or hazards in the immediate area.,5059.4,0.4000
46,custom,trial_x_0.58_raw.mp4,0.3042,sink,VLM_TRIGGERED,PENDING...,0,0.3913
46,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a dark area. The path is marked by a blue object; which appears to be a piece of cloth or a towel. There are no visible obstacles or hazards in the immediate area of the path. The black blurry circle in the center is a camera artifact and should be ignored. The room's walls are white; and there are no other objects or features that can be clearly identified due to the angle and quality of the image.,4987.6,0.4130
47,custom,trial_x_0.58_raw.mp4,0.2702,sink,VLM_TRIGGERED,PENDING...,0,0.4043
47,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the wall; but there is a blue object on the wall that could be a towel or cloth. The path is not clearly visible; but there seems to be a white object on the floor that could be a piece of equipment or furniture. There are no immediate obstacles or hazards visible in the image.,5053.9,0.4255
48,custom,trial_x_0.58_raw.mp4,0.2591,sink,VLM_TRIGGERED,PENDING...,0,0.4167
48,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's condition.,4459.1,0.4375
49,custom,trial_x_0.58_raw.mp4,0.3108,sink;tv,VLM_TRIGGERED,PENDING...,0,0.4286
49,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4640.5,0.4490
50,custom,trial_x_0.58_raw.mp4,0.3162,tv;sink,VLM_TRIGGERED,PENDING...,0,0.4400
50,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4652.1,0.4600
51,custom,trial_x_0.58_raw.mp4,0.3083,tv;sink,VLM_TRIGGERED,PENDING...,0,0.4510
51,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4649.1,0.4706
52,custom,trial_x_0.58_raw.mp4,0.3388,tv;sink,VLM_TRIGGERED,PENDING...,0,0.4615
52,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4637.0,0.4808
53,custom,trial_x_0.58_raw.mp4,0.3239,tv;sink,VLM_TRIGGERED,PENDING...,0,0.4717
53,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4642.8,0.4906
54,custom,trial_x_0.58_raw.mp4,0.3233,sink;tv,VLM_TRIGGERED,PENDING...,0,0.4815
54,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the wall; but there is a blue object on the wall that could be a towel or cloth. The path is not clearly visible; but there seems to be a white object on the floor that could be a piece of equipment or furniture. There are no immediate obstacles or hazards visible in the image.,5104.4,0.5000
55,custom,trial_x_0.58_raw.mp4,0.3600,sink,VLM_TRIGGERED,PENDING...,0,0.4909
55,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the wall; but there is a blue object on the wall that could be a towel or cloth. The path is not clearly defined due to the angle and the camera's focus; but it seems to lead towards the wall with the writing. There are no immediate obstacles or hazards visible in the image.,5034.9,0.5091
56,custom,trial_x_0.58_raw.mp4,0.3675,sink;tv,VLM_TRIGGERED,PENDING...,0,0.5000
56,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has been marked with red and black writing; which includes what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the wall; but there is a blue object on the wall that could be a towel or cloth. The path is not clearly visible; but there seems to be a white object on the floor that could be a piece of equipment or furniture. There are no immediate obstacles or hazards visible in the image.,5109.5,0.5179
57,custom,trial_x_0.58_raw.mp4,0.3575,sink;tv,VLM_TRIGGERED,PENDING...,0,0.5088
57,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a black circle that could be a camera artifact. The floor is not clearly visible due to the angle and the black circle; but there are no immediate obstacles or hazards that can be identified from the visible parts of the image. The focus should be on the clear areas of the image to describe the actual floor and path.,4583.8,0.5263
58,custom,trial_x_0.58_raw.mp4,0.3263,sink;tv,VLM_TRIGGERED,PENDING...,0,0.5172
58,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a black circle that could be a camera artifact. The floor is not clearly visible due to the angle and the black circle; but there are no immediate obstacles or hazards that can be identified from the visible parts of the room. The focus should be on the clear areas of the image to describe the actual floor and path.,4571.0,0.5345
59,custom,trial_x_0.58_raw.mp4,0.3140,sink;tv,VLM_TRIGGERED,PENDING...,0,0.5254
59,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The camera artifact; which appears as a black blurry circle; is a result of the camera's focus and does not represent an actual obstacle or hazard.,4098.5,0.5424
60,custom,trial_x_0.58_raw.mp4,0.3331,sink,VLM_TRIGGERED,PENDING...,0,0.5333
60,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4480.5,0.5500
61,custom,trial_x_0.58_raw.mp4,0.2853,sink,VLM_TRIGGERED,PENDING...,0,0.5410
61,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4471.4,0.5574
62,custom,trial_x_0.58_raw.mp4,0.3414,toilet,VLM_TRIGGERED,PENDING...,0,0.5484
62,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4459.5,0.5645
63,custom,trial_x_0.58_raw.mp4,0.3115,toilet,VLM_TRIGGERED,PENDING...,0,0.5556
63,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,3828.9,0.5714
64,custom,trial_x_0.58_raw.mp4,0.3619,toilet,VLM_TRIGGERED,PENDING...,0,0.5625
64,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the whiteboard; but there is a blue object on the whiteboard that could be a cloth or a piece of paper. The path is not visible; but the room seems to be a typical classroom or office setting.,4541.1,0.5781
65,custom,trial_x_0.58_raw.mp4,0.3259,toilet,VLM_TRIGGERED,PENDING...,0,0.5692
65,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's condition.,4463.8,0.5846
66,custom,trial_x_0.58_raw.mp4,0.3159,toilet,VLM_TRIGGERED,PENDING...,0,0.5758
66,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4462.4,0.5909
67,custom,trial_x_0.58_raw.mp4,0.3132,toilet,VLM_TRIGGERED,PENDING...,0,0.5821
67,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a black circular object that could be a camera artifact. The floor is not clearly visible due to the angle and the black object; but there are no immediate obstacles or hazards that can be identified from the visible parts of the room.,4159.2,0.5970
68,custom,trial_x_0.58_raw.mp4,0.3264,toilet,VLM_TRIGGERED,PENDING...,0,0.5882
68,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4460.3,0.6029
69,custom,trial_x_0.58_raw.mp4,0.2875,toilet;tv,VLM_TRIGGERED,PENDING...,0,0.5942
69,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The camera artifact simulating AMD is noted but not considered in the description of the room's features.,4464.1,0.6087
70,custom,trial_x_0.58_raw.mp4,0.3021,toilet,VLM_TRIGGERED,PENDING...,0,0.6000
70,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4647.7,0.6143
71,custom,trial_x_0.58_raw.mp4,0.3205,toilet,VLM_TRIGGERED,PENDING...,0,0.6056
71,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no immediate obstacles or hazards visible in the image. The black blurry circle in the center is a camera artifact simulating AMD; and it should be ignored. The focus should be on the clear areas of the image; which include the floor and the path leading to the door.,4353.8,0.6197
72,custom,trial_x_0.58_raw.mp4,0.3135,toilet,VLM_TRIGGERED,PENDING...,0,0.6111
72,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The focus is on the floor and the path; which appear to be well-maintained and free of debris or obstructions. The black blurry circle in the center is a camera artifact and should be ignored when identifying obstacles and hazards in the room.,4633.8,0.6250
73,custom,trial_x_0.58_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.6164
74,custom,trial_x_0.58_raw.mp4,0.2810,toilet,VLM_TRIGGERED,PENDING...,0,0.6081
74,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a clear floor and a path leading to a door. There are no visible obstacles or hazards in the immediate area captured in the photograph. The black blurry circle in the center is a camera artifact simulating AMD; and it should be ignored. The focus should be on the clear areas of the image; which include the floor and the path leading to the door.,4427.5,0.6216
75,custom,trial_x_0.58_raw.mp4,0.2679,tv,VLM_TRIGGERED,PENDING...,0,0.6133
75,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and diagrams; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the whiteboard; but there is a blue object on the wall that could be a piece of equipment or a tool. The path is not clearly defined due to the angle and the camera's focus; but it seems to lead towards the whiteboard. There are no immediate obstacles or hazards visible in the image.,4997.6,0.6267
76,custom,trial_x_0.58_raw.mp4,0.2755,tv,VLM_TRIGGERED,PENDING...,0,0.6184
76,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and diagrams; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the whiteboard; but there is a blue object on the wall that could be a piece of equipment or a tool. The path is not clearly defined due to the angle and the focus on the whiteboard. There are no immediate obstacles or hazards visible in the image.,4843.3,0.6316
77,custom,trial_x_0.58_raw.mp4,0.0000,none,YOLO_ONLY,N/A,0,0.6234
78,custom,trial_x_0.58_raw.mp4,0.2675,toilet,VLM_TRIGGERED,PENDING...,0,0.6154
78,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and diagrams; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the whiteboard; but there is a blue object on the whiteboard that could be a cloth or a piece of paper. The path is not clearly visible; but the room seems to be a typical classroom or office setting with no immediate obstacles or hazards that can be identified from this angle.,4996.1,0.6282
79,custom,trial_x_0.58_raw.mp4,0.2628,toilet,VLM_TRIGGERED,PENDING...,0,0.6203
79,custom,trial_x_0.58_raw.mp4,N/A,VLM_RESPONSE_RECEIVED,The image shows a room with a whiteboard that has various writings and drawings; including what appears to be a camera artifact simulating AMD. The floor is not clearly visible due to the camera's focus on the wall; but there is a blue object on the wall that could be a cloth or a piece of equipment. The path is not clearly visible; but there seems to be a white object on the floor that could be a piece of equipment or a tool. There are no immediate obstacles or hazards visible in the image.,5102.9,0.6329
