frame,object_name,yolo_confidence,depth_ft,used_vlm,output_text,latency_ms,direction
34,bench,0.27,24.74,0,[FAST MODE - HIGH CONF],123.25,left
35,bench,0.25,25.29,1,"1. the obstacle in the image is a person's leg wearing jeans and sneakers.
2. it is located on the left side of the view, partially hidden from sight.
3. to navigate around this obstacle, move to the right or away from the person's leg.",5655.28,left
36,person,0.282,27.71,0,[FAST MODE - HIGH CONF],136.27,left
37,person,0.271,27.76,0,[FAST MODE - HIGH CONF],138.39,left
38,person,0.254,28.67,1,"1. the obstacle in the image is likely a person standing between two others.
2. it is located to the left of the view, with one person in front and another partially obscured behind them.
3. to navigate around this obstacle, move right until you are no longer blocked by the people in front.",5745.07,left
39,potted plant,0.261,16.8,0,[FAST MODE - HIGH CONF],140.99,left
40,person,0.271,28.19,0,[FAST MODE - HIGH CONF],123,left
41,person,0.304,26.44,0,[FAST MODE - HIGH CONF],118,left
42,person,0.271,26.12,0,[FAST MODE - HIGH CONF],166.42,left
43,bench,0.308,25.6,0,[FAST MODE - HIGH CONF],174.89,left
44,bench,0.306,24.75,0,[FAST MODE - HIGH CONF],172.2,left
45,person,0.269,25.02,0,[FAST MODE - HIGH CONF],163.26,left
46,person,0.378,27.21,0,[FAST MODE - HIGH CONF],154.36,left
47,person,0.251,25.98,1,"1. the obstacle in the image is likely a blue chair that stands out from its surroundings.
2. it is located on the right side of the view.
3. ""move to the left"" if you want to avoid this object.",5398.6,left
48,clock,0.273,20.79,0,[FAST MODE - HIGH CONF],157.69,right
49,person,0.318,27.92,0,[FAST MODE - HIGH CONF],120.96,left
50,person,0.265,27.63,0,[FAST MODE - HIGH CONF],137.16,left
51,person,0.251,28.49,1,"1. the obstacle in the image is a person sitting on a blue chair.
2. the person and the blue chair are located on the right side of the view.
3. to navigate around this obstacle, you should move left if your path crosses the chair's position.",5515.3,left
52,person,0.278,28.74,0,[FAST MODE - HIGH CONF],128.49,left
53,person,0.251,27.3,1,"1. the obstacle in the image is likely a person walking by with their arm draped around someone's shoulder, creating an obstructive effect.
2. this obstruction is on the right side of the view.
3. to navigate this situation, you should move your chair to the left to avoid getting too close to the person walking by.",6098.36,left
54,person,0.25,27.11,1,"1. the obstacle in the image is a blue chair.
2. the chair is located on the left side of the view.
3. to navigate around the chair, move to your right.",15828,left
55,person,0.252,24.09,1,"1. the obstacle in the image is a tree branch that has come into contact with the camera lens, causing damage to it.
2. the tree branch is on the left side of the view, partially blocking the view of the people walking by.
3. to navigate around this obstacle, move the camera further away from the tree branch or find a different angle that avoids capturing the damaged lens.",6839.79,left
56,clock,0.461,20.95,0,[FAST MODE - HIGH CONF],221.94,right
57,clock,0.375,21.62,0,[FAST MODE - HIGH CONF],136.13,right
58,bench,0.281,25.32,0,[FAST MODE - HIGH CONF],170.45,left
59,person,0.25,27.32,1,"1. the obstacle is likely a person standing in front of another person.
2. it is on the right side of the view.
3. to navigate around it, move to the left or center and then proceed forward when safe.",5122.5,left
60,potted plant,0.502,27.75,0,[FAST MODE - HIGH CONF],199.5,right
61,person,0.258,28.81,1,"1. the obstacle in the image is a blue trash can.
2. it is on the right side of the view.
3. to avoid the obstacle, move to the left or center of the frame.",5052.8,left
62,person,0.253,28.44,1,"1) the obstacle in the image is a blue chair.
2) the chair is on the right side of the view.
3) to avoid the chair, move to the left or away from it.",10612.81,left
63,person,0.251,29.49,1,"1. the obstacle in the image is a person.
2. the person is located in the center of the view.
3. as there are no clear navigational instructions, i cannot provide any specific movement directions for the user.",11307.1,none
64,person,0.288,28.72,0,[FAST MODE - HIGH CONF],147.32,left
65,person,0.285,29.28,0,[FAST MODE - HIGH CONF],129.17,left
66,person,0.292,29.16,0,[FAST MODE - HIGH CONF],134.98,left
67,person,0.28,29.53,0,[FAST MODE - HIGH CONF],146.16,left
68,person,0.264,29.75,0,[FAST MODE - HIGH CONF],172.94,left
69,person,0.263,24.49,0,[FAST MODE - HIGH CONF],173.23,left
70,person,0.307,29.39,0,[FAST MODE - HIGH CONF],168.84,left
71,person,0.28,29.67,0,[FAST MODE - HIGH CONF],620.19,left
72,potted plant,0.255,28.9,1,"1. the obstacle in the image is a red pole that is hanging over the sidewalk and obstructing the view of people sitting on benches.
2. it is located on the right side of the view, blocking part of the building visible from this angle.
3. to navigate around the obstacle, one should move to the left or go behind it, as there are no signs of any physical barrier to climb over or walk under.",7375.86,left
73,person,0.322,29.68,0,[FAST MODE - HIGH CONF],141.13,left
74,person,0.3,26.94,0,[FAST MODE - HIGH CONF],169.52,left
75,person,0.268,29.14,0,[FAST MODE - HIGH CONF],129.51,left
76,person,0.261,27.33,0,[FAST MODE - HIGH CONF],170.71,left
77,person,0.257,29.41,1,"1. the obstacle in the image is likely a person wearing a blue shirt and white helmet walking on a sidewalk.
2. the person is located on the left side of the view, away from any building or structure.
3. to navigate around this person, move right if you are approaching them from behind.",6122.2,left
78,potted plant,0.306,24.3,0,[FAST MODE - HIGH CONF],137.53,right
79,potted plant,0.357,23.94,0,[FAST MODE - HIGH CONF],127.55,right
80,person,0.253,29.48,1,"1. the obstacle in the image is a person walking.
2. the person is located on the left side of the view.
3. to navigate, you should move to the right until you are no longer obstructed by the person.",5420.42,left
81,person,0.295,28.28,0,[FAST MODE - HIGH CONF],128.3,left
82,person,0.269,28.89,0,[FAST MODE - HIGH CONF],161.46,left
83,clock,0.252,21.01,1,"1. the obstacle in the image is likely a coffee cup or lid.
2. it is located on the top of the wooden surface, which may be part of a countertop or table.
3. if you are standing behind it and facing towards the coffee shop logo, move left to avoid hitting the obstacle.",11122.44,left
84,potted plant,0.34,23.65,0,[FAST MODE - HIGH CONF],128.59,right
85,potted plant,0.288,28.94,0,[FAST MODE - HIGH CONF],117,left
86,potted plant,0.29,29.01,0,[FAST MODE - HIGH CONF],117.55,left
87,potted plant,0.274,29.51,0,[FAST MODE - HIGH CONF],139.68,left
88,potted plant,0.252,29.84,1,"1. the obstacle in the image is a potted plant that blocks part of the sidewalk.
2. it is located on the left side of the view.
3. to navigate around it, one would need to move to the right.",5442.35,left
89,person,0.272,27.4,0,[FAST MODE - HIGH CONF],162.2,left
90,person,0.27,27.82,0,[FAST MODE - HIGH CONF],126.26,left
91,person,0.406,28.42,0,[FAST MODE - HIGH CONF],118.37,left
92,person,0.444,29.36,0,[FAST MODE - HIGH CONF],134.46,left
93,potted plant,0.448,23.95,0,[FAST MODE - HIGH CONF],157.41,right
94,potted plant,0.413,24.34,0,[FAST MODE - HIGH CONF],171.59,right
95,person,0.314,29.02,0,[FAST MODE - HIGH CONF],157.42,left
96,person,0.263,26.99,0,[FAST MODE - HIGH CONF],167.56,left
97,person,0.328,28.27,0,[FAST MODE - HIGH CONF],229.88,left
98,person,0.385,28.57,0,[FAST MODE - HIGH CONF],185.26,left
99,potted plant,0.373,24.48,0,[FAST MODE - HIGH CONF],208.84,right
100,potted plant,0.373,23.87,0,[FAST MODE - HIGH CONF],262.18,right
101,potted plant,0.4,24.05,0,[FAST MODE - HIGH CONF],177.08,right
102,person,0.291,26.67,0,[FAST MODE - HIGH CONF],169.28,left
103,potted plant,0.252,29.03,1,"1. the obstacle in the image is a potted plant with tall plants and leaves, including palm trees.
2. it is located on the left side of the view.
3. to navigate around this obstacle, you should move to your right until you are clear of the potted plant.",12435.87,left
104,potted plant,0.279,29.35,0,[FAST MODE - HIGH CONF],189.37,left
105,potted plant,0.267,29.62,0,[FAST MODE - HIGH CONF],202.29,left
106,person,0.267,29.92,0,[FAST MODE - HIGH CONF],272.38,left
107,potted plant,0.275,29.48,0,[FAST MODE - HIGH CONF],228.91,left
108,potted plant,0.251,29.49,1,"the obstacle in the image is a red umbrella that is blocking part of the vase. it is located on the right side of the view, and it should be moved to the left.",5230.66,left
109,potted plant,0.325,26.04,0,[FAST MODE - HIGH CONF],184.37,right
110,potted plant,0.26,29.95,1,"* the obstacle in the image appears to be a tall plant on top of a concrete planter. it is located centrally within the frame.
* to navigate around this obstacle, you should move left or right away from the plant.",5546.45,left
111,potted plant,0.257,29.93,1,"1. the obstacle in the image is a large potted plant with long green leaves and brown stems, which is sitting on a concrete planter box.
2. it is located on the left side of the view.
3. to avoid the obstacle, move to the right until you reach a blue chair that is further down the sidewalk.",6522.21,left
112,potted plant,0.265,30.52,0,[FAST MODE - HIGH CONF],339.17,left
113,bench,0.282,27.91,0,[FAST MODE - HIGH CONF],185.57,left
114,potted plant,0.273,28.27,0,[FAST MODE - HIGH CONF],246.52,left
115,potted plant,0.263,28.63,0,[FAST MODE - HIGH CONF],194.44,left
116,potted plant,0.254,28.47,1,"1. the obstacle in the image is a woman wearing blue jeans and white sneakers walking on a sidewalk near another woman.
2. it is located to the left of both women.
3. if you are standing behind one of the women, move to her right to pass by her comfortably.",6228.97,left
117,potted plant,0.268,29.61,0,[FAST MODE - HIGH CONF],149.11,right
118,potted plant,0.257,30.3,1,"* the obstacle in the image is a large plant, which can be seen on both sides of the photo.
* the plant is located in the center of the view and occupies most of the screen space.
* to navigate around this obstacle, one could either move left or right to get past it.",6099.31,left
119,person,0.259,28.87,1,"1. the obstacle in the image is likely a person's arm, blocking their path while they are riding a scooter.
2. it appears to be on the left side of the view.
3. to continue moving forward without running into the obstacle, the scooter rider should move right.",6300.06,left
120,person,0.251,30.09,1,"1. the obstacle in the image is a person walking towards the camera.
2. the person is on the right side of the view.
3. to avoid collision, move to the left.",5168.96,left
121,person,0.251,31.52,1,"1. the obstacle in the image is a railing or pole that needs to be avoided while walking.
2. it is located on the right side of the view.
3. to avoid this obstacle, one should move to their left.",5631.38,left
122,potted plant,0.26,29.43,0,[FAST MODE - HIGH CONF],196.21,right
123,potted plant,0.262,26.36,0,[FAST MODE - HIGH CONF],164.56,right
124,potted plant,0.262,29.67,0,[FAST MODE - HIGH CONF],178.16,left
125,potted plant,0.258,29.47,1,"1. the obstacle is a small planter with a flower pot in it.
2. it is on the left side of the image.
3. move your wheelchair to the right and continue along the path.",5364.05,left
126,potted plant,0.26,29.24,0,[FAST MODE - HIGH CONF],173.36,right
127,potted plant,0.253,29.13,1,"1. the obstacle in the image is a large bush or tree hindering the view of the sidewalk.
2. it is located on the right side of the view, partially blocking the path to another area.
3. to navigate around this obstacle, you should move left and then cross over the bush or tree.",11784.45,left
128,bench,0.279,16.33,0,[FAST MODE - HIGH CONF],398.4,left
129,potted plant,0.258,29.34,1,"1. the obstacle in the image is a bush near a sidewalk.
2. it is located on the right side of the view.
3. to navigate, move to the left and walk along the sidewalk until you reach your destination.",11631.11,left
130,potted plant,0.268,25.8,0,[FAST MODE - HIGH CONF],216.2,right
131,potted plant,0.267,26.24,0,[FAST MODE - HIGH CONF],174.88,right
132,potted plant,0.365,29.47,0,[FAST MODE - HIGH CONF],185.16,right
133,potted plant,0.253,26.24,1,"1. the obstacle in the image is a tree stump and roots.
2. it is located on the right side of the view.
3. to navigate around it, move to your left until you are clear of the obstacle.",17015.28,left
134,person,0.259,28.3,1,"1. the obstacle in the image is a person walking between two people who are wearing blue jeans.
2. it is located on the right side of the view.
3. move to the left to avoid the person and continue your path without any obstruction.",5812.17,left
135,potted plant,0.27,26.19,0,[FAST MODE - HIGH CONF],183.14,right
136,potted plant,0.291,26.42,0,[FAST MODE - HIGH CONF],158.26,right
137,potted plant,0.256,29.77,1,"1. the obstacle in the image is a potted plant with leaves sticking out of it.
2. it is located on the left side of the view.
3. to navigate around this obstacle, move to your right until you reach the curb.",5672.31,left
138,potted plant,0.262,26.34,0,[FAST MODE - HIGH CONF],194.57,right
139,potted plant,0.258,26.12,1,"1. the obstacle in the image is a plant with large green leaves and long thin leaves.
2. it is located on the left side of the view.
3. move your device to the left to avoid the plant.",5358.93,left
140,potted plant,0.251,26.51,1,"1) the obstacle in the image is a potted plant.
2) it is located on the left side of the view.
3) to avoid hitting it, move to the right.",5141.71,left
141,potted plant,0.254,25.86,1,"1. the obstacle in the image is likely a potted plant with large leaves.
2. the potted plant is located on the left side of the view.
3. to navigate around this obstacle, one should move to the right.",5592.46,left
142,potted plant,0.254,29.93,1,"1) the obstacle in the image is likely a red string hanging above.
2) it is located in the center of the view.
3) move to the left or right to avoid the hanging string.",5371.37,left
143,potted plant,0.283,24.76,0,[FAST MODE - HIGH CONF],192.14,right
144,potted plant,0.255,25.24,1,"1. the obstacle in the image is a large leafy plant with many leaves.
2. it is located on the left side of the view, partially covering the railing and fence.
3. to navigate around it, move to the right until you are clear of the plant's branches.",6020.22,left
145,potted plant,0.256,30.14,1,"1. the obstacle in the image is a red metal pole that appears to be leaning and sticking out from a building.
2. it is located on the left side of the view.
3. to avoid this obstacle, move your wheelchair or walking aid to the right side of the image.",6179.46,left
146,potted plant,0.269,29.46,0,[FAST MODE - HIGH CONF],190.94,left
147,person,0.265,30.25,0,[FAST MODE - HIGH CONF],146.55,left
148,person,0.26,29.94,1,"1. the obstacle in the image is a blue chair.
2. it is located on the right side of the view.
3. to avoid this obstacle, one should move to the left.",5112.91,left
149,person,0.254,30.15,1,"the obstacle in the image is a person walking. the person is located on the right side of the view. to avoid collision, it is recommended to move away from the person and maintain a safe distance.",5222,right
150,potted plant,0.262,29.65,0,[FAST MODE - HIGH CONF],182.76,left
151,person,0.304,29.74,0,[FAST MODE - HIGH CONF],160.24,left
152,person,0.262,29.92,0,[FAST MODE - HIGH CONF],158.38,left
153,person,0.291,30.49,0,[FAST MODE - HIGH CONF],174.41,left
154,person,0.3,30.92,0,[FAST MODE - HIGH CONF],190.66,left
155,potted plant,0.337,28.62,0,[FAST MODE - HIGH CONF],184.62,right
156,potted plant,0.316,23.71,0,[FAST MODE - HIGH CONF],186.5,right
157,potted plant,0.255,28.84,1,"1. there is a large potted plant obstructing the pathway in front of it.
2. the obstacle is on the left side of the image.
3. to move forward, one would need to carefully navigate around the plant or ask for assistance from someone nearby who can help guide them safely past this obstacle.",6384.59,left
158,person,0.261,30.09,0,[FAST MODE - HIGH CONF],208.03,left
159,potted plant,0.291,30.35,0,[FAST MODE - HIGH CONF],157.99,left
160,potted plant,0.271,30.24,0,[FAST MODE - HIGH CONF],186.74,left
161,potted plant,0.26,29.47,0,[FAST MODE - HIGH CONF],214.6,right
162,potted plant,0.277,24.43,0,[FAST MODE - HIGH CONF],193.11,right
163,potted plant,0.287,29.89,0,[FAST MODE - HIGH CONF],184.27,left
164,potted plant,0.252,24.2,1,"1. the obstacle in the image is a large plant with many leaves located on a gravel pathway.
2. the plant is positioned to the left of the view.
3. to avoid the plant, move your wheelchair or mobility device to the right side of the pathway.",12696.89,left
165,person,0.344,29.83,0,[FAST MODE - HIGH CONF],147.65,left
166,bench,0.276,4,0,[FAST MODE - TOO CLOSE],132.52,left
167,person,0.36,30.58,0,[FAST MODE - HIGH CONF],128.8,left
168,potted plant,0.263,29.24,0,[FAST MODE - HIGH CONF],137.78,left
169,potted plant,0.253,23.93,1,"1. the obstacle in the image is a tall plant with green leaves and long brown stems, which appears to be an aloe vera plant.
2. the plant is located on the left side of the view.
3. to navigate around this obstacle, one should move away from it by stepping back or maneuvering carefully around it.",6472.77,left
170,potted plant,0.253,29.1,1,"1. the obstacle in the image is a bush with leaves obstructing the pathway.
2. it is located on the right side of the view.
3. to navigate, move to the left until you reach the edge of the grassy area where the bushes stop.",5915.04,left
171,potted plant,0.266,29.29,0,[FAST MODE - HIGH CONF],127.11,right
172,potted plant,0.281,29.18,0,[FAST MODE - HIGH CONF],128.59,right
173,chair,0.275,19.15,0,[FAST MODE - HIGH CONF],133.15,left
174,potted plant,0.266,7.34,0,[FAST MODE - TOO CLOSE],132.17,left
175,chair,0.299,16.72,0,[FAST MODE - HIGH CONF],148.75,left
176,potted plant,0.327,29.1,0,[FAST MODE - HIGH CONF],158.11,left
177,potted plant,0.329,29.22,0,[FAST MODE - HIGH CONF],152.12,left
178,potted plant,0.269,11.54,0,[FAST MODE - HIGH CONF],151.98,left
179,person,0.28,29.37,0,[FAST MODE - HIGH CONF],148.65,left
180,person,0.287,29.33,0,[FAST MODE - HIGH CONF],174.49,left
181,chair,0.362,24.46,0,[FAST MODE - HIGH CONF],161.74,left
182,person,0.323,28.89,0,[FAST MODE - HIGH CONF],151.94,left
183,potted plant,0.274,24.15,0,[FAST MODE - HIGH CONF],141.45,right
184,potted plant,0.273,24.87,0,[FAST MODE - HIGH CONF],156.92,right
185,potted plant,0.274,28.92,0,[FAST MODE - HIGH CONF],159.47,left
186,person,0.264,29.81,0,[FAST MODE - HIGH CONF],151.69,left
187,potted plant,0.254,24.19,1,"1. the obstacle in the image is a large plant with leaves and a thick stem.
2. it is located on the sidewalk, which is to the left of the view.
3. to navigate around it, you should move right until you reach the building.",5885.76,left
188,potted plant,0.275,27.73,0,[FAST MODE - HIGH CONF],118.95,right
189,potted plant,0.267,28.34,0,[FAST MODE - HIGH CONF],109.11,right
190,potted plant,0.263,28.52,0,[FAST MODE - HIGH CONF],124.62,right
191,potted plant,0.278,23.52,0,[FAST MODE - HIGH CONF],132.43,right
192,potted plant,0.257,27.51,1,"1. the obstacle in the image is likely a puddle.
2. it appears on the left side of the view.
3. to navigate around this obstacle, move to the right.",5155.85,left
193,person,0.287,27.17,0,[FAST MODE - HIGH CONF],131.16,left
194,person,0.285,27.37,0,[FAST MODE - HIGH CONF],120.39,left
195,person,0.262,28.55,0,[FAST MODE - HIGH CONF],112.35,left
196,person,0.264,28.16,0,[FAST MODE - HIGH CONF],126.11,left
197,person,0.257,28.4,1,"the obstacle in the image appears to be a person sitting on a chair. it is located in the center of the view, with no clear indication of whether it should move left or right due to its central position.",10555.9,left
198,person,0.268,27.52,0,[FAST MODE - HIGH CONF],123.49,left
199,potted plant,0.269,28.21,0,[FAST MODE - HIGH CONF],110.94,left
200,person,0.315,28.49,0,[FAST MODE - HIGH CONF],123.08,left
201,person,0.266,27.75,0,[FAST MODE - HIGH CONF],130.93,left
202,person,0.264,26.16,0,[FAST MODE - HIGH CONF],154.9,left
203,person,0.272,29.17,0,[FAST MODE - HIGH CONF],167.35,left
204,person,0.251,29.13,1,"1. the obstacle in the image is a person sitting on a chair.
2. it is located between the two chairs, closer to the person wearing a white outfit.
3. to navigate around this obstacle, move left or right depending on which side of the person you are currently on.",11620.9,left
205,person,0.261,26.71,0,[FAST MODE - HIGH CONF],140.39,left
206,chair,0.282,25.23,0,[FAST MODE - HIGH CONF],112.53,left
207,person,0.273,26.74,0,[FAST MODE - HIGH CONF],121.62,left
208,person,0.267,28.12,0,[FAST MODE - HIGH CONF],124.39,left
209,person,0.259,25.76,1,"1) the obstacle is a purse hanging from the chair's arm.
2) it is on the right side of the view.
3) move closer to the chair and check for any potential hazards before continuing forward.",5509.55,right
210,person,0.25,25.41,1,"1. the obstacle in the image is a brown purse hanging from one of the chairs, likely obstructing someone's way if they were to try and sit or stand up from that chair.
2. the brown purse is on the right side of the view, hanging off the back of a blue chair.
3. to navigate this obstacle, one should move towards the left where there are no obstructions in sight.",12579.85,left
211,person,0.294,27.84,0,[FAST MODE - HIGH CONF],127.34,left
212,person,0.269,28.32,0,[FAST MODE - HIGH CONF],111.65,left
213,person,0.256,26.18,1,"1) the obstacle in the image is a dog's leash.
2) it is located on the right side of the view.
3) to avoid hitting the leash, move to the left.",5231.8,left
214,person,0.275,28.25,0,[FAST MODE - HIGH CONF],120.25,left
215,person,0.292,26.09,0,[FAST MODE - HIGH CONF],119.6,left
216,person,0.267,25.17,0,[FAST MODE - HIGH CONF],111.04,left
217,person,0.251,26.22,1,"1. the obstacle in the image is a person's leg.
2. it is located on the right side of the view.
3. move your finger towards the left to navigate past the person's leg.",5289.84,left
218,bench,0.306,23.22,0,[FAST MODE - HIGH CONF],119.39,left
219,person,0.313,26.9,0,[FAST MODE - HIGH CONF],115.27,left
220,bench,0.259,24.99,1,"1. a brown bag hanging from a chair's back is an obstacle.
2. the obstacle is on the left side of the view.
3. move the bag off the chair to clear the path.",5284.41,left
221,bench,0.263,26.13,0,[FAST MODE - HIGH CONF],119.28,left
222,person,0.251,28.9,1,"1. there are several chairs in the image that could be an obstacle.
2. the chairs are located to the left of the view.
3. to avoid the chairs, move right.",5185.59,left
223,person,0.251,27.83,1,"1. the obstacle in the image is likely a bench that is blocking the way for the woman and the child to pass through.
2. it is located on the left side of the view, with people standing around it.
3. to navigate past this obstacle, one should move to the right of the bench where there might be more open space available.",6568.46,left
224,chair,0.251,23.52,1,"1. the obstacle in the image is a large chicken leg hanging from a hook on a chair.
2. it is located on the left side of the view, off to the side of the blue chair.
3. to navigate around this obstacle, you would need to move right and then back to avoid it.",6293.21,left
225,person,0.277,25.81,0,[FAST MODE - HIGH CONF],120.82,left
226,person,0.253,25.51,1,"1. the obstacle in this image appears to be a person's leg.
2. it is located on the left side of the view.
3. to navigate around the obstacle, one should move right.",5282.68,left
227,person,0.274,28.04,0,[FAST MODE - HIGH CONF],121.49,left
228,person,0.287,24.99,0,[FAST MODE - HIGH CONF],111.07,left
229,person,0.265,26.01,0,[FAST MODE - HIGH CONF],117.73,left
230,person,0.266,24.91,0,[FAST MODE - HIGH CONF],119.86,left
231,chair,0.275,22.94,0,[FAST MODE - HIGH CONF],134.07,left
232,person,0.276,24.68,0,[FAST MODE - HIGH CONF],147.34,left
233,potted plant,0.25,21.67,1,"1. the obstacle in the image is a planter box with plants and dirt inside it.
2. it is located on the left side of the view.
3. to navigate, move right to get around the planter box.",5341.77,left
234,chair,0.267,22.36,0,[FAST MODE - HIGH CONF],126.65,left
235,potted plant,0.268,20.68,0,[FAST MODE - HIGH CONF],141.13,left
236,bench,0.256,22.22,1,"1) the obstacle in the image is a brown guitar.
2) it is located on the right side of the view.
3) to avoid it, move to the left or center and continue walking.",15864.77,left
237,person,0.256,23.13,1,"1. the obstacle in the image is a large green box on top of a stack of bricks.
2. it is located on the left side of the view.
3. to navigate around this obstacle, one should move to the right until they are clear of the bricks and the green box.",6303.18,left
238,person,0.251,23.23,1,"1. the obstacle is a tall stack of green and brown boxes.
2. it is located on the center left side of the view.
3. to navigate around it, one should move to either the right or left side of the image.",5507.07,left
239,person,0.266,23.07,0,[FAST MODE - HIGH CONF],126,left
240,person,0.25,21.68,1,"1. the obstacle in the image is a bench on which someone's backpack is placed, blocking their view of the people walking past them.
2. the bench with the backpack on it is located on the right side of the view.
3. to navigate around this obstacle, move to the left and walk past the bench to avoid the blind spot caused by the backpack.",6738.86,left
241,person,0.289,21.59,0,[FAST MODE - HIGH CONF],122.57,left
242,person,0.25,26.69,1,"1. the obstacle in the image is a white dog standing on a sidewalk near two people and some chairs.
2. the dog is located to the right of the view, between one person sitting on a blue chair and another standing next to them.
3. to avoid running into the dog, it's best to move left if you are closer to the dog or right if you are farther from the dog.",12752.33,left
243,person,0.26,23.74,1,"1. the obstacle in the image is a pile of bricks.
2. the pile of bricks is on the sidewalk, located to the right of the view.
3. to navigate around this obstacle, one should move to the left or center first before reaching the pile of bricks, then continue moving to the right after passing it.",6468.82,left
244,person,0.267,23.28,0,[FAST MODE - HIGH CONF],133.16,left
245,chair,0.264,21.6,0,[FAST MODE - HIGH CONF],122.07,left
246,chair,0.271,22.37,0,[FAST MODE - HIGH CONF],123.33,left
247,chair,0.252,22.31,1,"1. the obstacle in the image is a blue bench that the man with white hair and light shirt is sitting on.
2. the bench is located on the left side of the view.
3. to navigate, you can move right to get past the bench or move left if you want to go back toward it.",11592.51,left
248,person,0.312,24.85,0,[FAST MODE - HIGH CONF],161,left
249,potted plant,0.256,24.16,1,"1. a brick wall in the background.
2. on the left side of the image.
3. move left to get around it.",4555.93,left
250,person,0.254,22.1,1,"1. the obstacle in the image is a blue chair that someone is sitting on.
2. the blue chair is located on the right side of the view, near some people who are walking by.
3. to navigate around the obstacle, one should move to the left and find another place to sit or stand.",6130.38,left
251,potted plant,0.272,23.46,0,[FAST MODE - HIGH CONF],181.78,right
252,potted plant,0.274,18.57,0,[FAST MODE - HIGH CONF],166.55,left
253,person,0.257,23.35,1,"1. the obstacle in the image is a blue chair.
2. the blue chair is located on the left side of the view.
3. to navigate around this obstacle, you can either move to the right or walk straight ahead until reaching another point of interest where the chair does not obstruct your path.",5888.22,left
254,chair,0.263,20.82,0,[FAST MODE - HIGH CONF],124.01,left
255,chair,0.265,21.26,0,[FAST MODE - HIGH CONF],128.9,left
256,chair,0.284,21.91,0,[FAST MODE - HIGH CONF],125.77,left
