frame_idx,source_env,source_file,moondream_detections,detected_classes,pseudo_conf,status,vlm_response,latency_ms,usage_ratio
45,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0444
46,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
47,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0426
48,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0417
49,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0408
50,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0400
51,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0392
52,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0385
53,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0377
54,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0370
55,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0364
56,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0357
57,custom,trial_x_0.625_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0351
57,custom,trial_x_0.625_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with handwritten text; which could be a source of information or a potential hazard if the text is not legible. The red object on the desk might be a marker or a piece of paper; which could be used for writing or drawing. The shadows and lighting in the image suggest that the room is well-lit; but the focus is on the whiteboard; which could be a distraction. There are no immediate obstacles visible in the image; but the whiteboard's content is the main focus. To navigate this environment; one should approach the whiteboard with caution; ensuring that the lighting is sufficient to read the text.,6072.8,0.0526
58,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0517
59,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0508
60,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
61,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0492
62,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0484
63,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
64,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0469
65,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0462
66,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
67,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0448
68,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0441
69,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
70,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0429
71,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0423
72,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0417
73,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0411
74,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0405
75,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0400
76,custom,trial_x_0.625_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0395
76,custom,trial_x_0.625_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with handwritten text; which could be a source of information or a potential hazard if the text is not legible. The red object on the desk might be a marker or a piece of paper; which could be used for writing or drawing. The shadows and lighting in the image suggest that the room is well-lit; but the focus is on the whiteboard; which could be a distraction. There are no immediate obstacles visible in the image; but the whiteboard's content is the main focus. To navigate this environment; one should approach the whiteboard with caution; ensuring that the lighting is sufficient to read the text.,5934.3,0.0526
77,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0519
78,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0513
79,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0506
80,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
81,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0494
82,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0488
83,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0482
84,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
85,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0471
86,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0465
87,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0460
88,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
89,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0449
90,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0444
91,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0440
92,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0435
93,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0430
94,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0426
95,custom,trial_x_0.625_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0421
95,custom,trial_x_0.625_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with handwritten text; which is the primary object of interest. There are no immediate hazards or obstacles visible in the image. However; due to the low resolution and the angle of the photo; it is difficult to discern specific details on the whiteboard. The navigation guidance would be to approach the whiteboard from the front; ensuring that the lighting is sufficient to read the text. If the text is too small to read; one might consider using a magnifying tool or adjusting the lighting to improve visibility.,5242.9,0.0526
96,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0521
97,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0515
98,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0510
99,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0505
100,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0500
101,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0495
102,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0490
103,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0485
104,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0481
105,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0476
106,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0472
107,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0467
108,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0463
109,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0459
110,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0455
111,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0450
112,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0446
113,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0442
114,custom,trial_x_0.625_raw.mp4,0,none,0.0000,VLM_TRIGGERED,PENDING...,0,0.0439
114,custom,trial_x_0.625_raw.mp4,,VLM_RESPONSE_RECEIVED,,The image shows a whiteboard with handwritten text; which could be a source of information or a potential hazard if the text is not legible. The red object on the desk might be a marker or a piece of paper; which could be used for writing or drawing. The shadows and lighting in the image suggest that the room is well-lit; but the focus is on the whiteboard; which could be a distraction. There are no immediate obstacles visible in the image; but the whiteboard's content is the main focus. To navigate this environment; one should approach the whiteboard with caution; ensuring that the lighting is sufficient to read the text.,6109.7,0.0526
115,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0522
116,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0517
117,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0513
118,custom,trial_x_0.625_raw.mp4,0,none,0.0000,MOONDREAM_ONLY,N/A,0,0.0508
